City;Latitude;Longitude;Country
Klimavichy;53.6079;31.9586;BY
Klicau;53.4923;29.3356;BY
Klyetsk;53.0635;26.6321;BY
Kirawsk;53.2693;29.4752;BY
Khoyniki;51.8911;29.9552;BY
Kamyanyets;52.40013;23.81;BY
Kalinkavichy;52.1323;29.3257;BY
Iwye;53.9299;25.7727;BY
Ivatsevichy;52.709;25.3401;BY
Ivanava;52.1451;25.5365;BY
Hrodna;53.6884;23.8258;BY
Horki;54.2862;30.9863;BY
Homyel';52.4345;30.9754;BY
Hlybokaye;55.1384;27.6905;BY
Hantsavichy;52.758;26.43;BY
Haradok;55.4624;29.9845;BY
Hlusk;52.903;28.6845;BY
Hatava;53.7829;27.6407;BY
Dzyarzhynsk;53.6832;27.138;BY
Dyatlovo;53.4631;25.4068;BY
Dubrowna;54.5716;30.691;BY
Drahichyn;52.1874;25.1597;BY
Dokshytsy;54.8918;27.7667;BY
Dobrush;52.4089;31.3237;BY
Davyd-Haradok;52.0566;27.2161;BY
Cervien;53.7059;28.4313;BY
Cherykaw;53.5689;31.3831;BY
Chachersk;52.9164;30.9179;BY
Chavusy;53.8098;30.9717;BY
Chashniki;54.8584;29.1608;BY
Bykhaw;53.521;30.2454;BY
Byaroza;52.5314;24.9786;BY
Brest;52.09755;23.68775;BY
Braslaw;55.6413;27.0418;BY
Vyalikaya Byerastavitsa;53.196;24.0166;BY
Byarozawka;53.72406;25.49709;BY
Bierazino;53.8391;28.9879;BY
Byalynichy;53.9994;29.7141;BY
Byelaazyorsk;52.4731;25.1784;BY
Barysaw;54.2279;28.505;BY
Baranovichi;53.1327;26.0139;BY
Baran';54.4784;30.3159;BY
Babruysk;53.1384;29.2214;BY
Ashmyany;54.421;25.936;BY
Fanipol;53.74998;27.33338;BY
Druzhny;53.6238;27.8977;BY
Chyst';54.2698;27.1067;BY
Lyasny;54.0072;27.6963;BY
Monte-Carlo;43.73976;7.42732;MC
Monaco;43.73333;7.41667;MC
La Condamine;43.73439;7.42024;MC
Udomlya;57.87944;34.9925;RU
Sosnovka;60.01667;30.35;RU
Sasovo;54.35369;41.91986;RU
Novozavidovskiy;56.55;36.43333;RU
Krasnolesnyy;51.8829;39.5771;RU
Kosterevo;55.9299;39.61438;RU
Zyuzino;55.65608;37.56846;RU
Zyablikovo;55.61667;37.76667;RU
Zverevo;48.02108;40.12282;RU
Zvenigovo;55.97539;48.01304;RU
Zvenigorod;55.73401;36.85918;RU
Zubtsov;56.17533;34.58935;RU
Zubova Polyana;54.0771;42.8372;RU
Znamenskoye;43.67898;45.12867;RU
Znamenka;52.89789;35.97703;RU
Znamenka;52.4167;41.43108;RU
Zmiyevka;52.66697;36.37426;RU
Zmeyskaya;43.33617;44.15733;RU
Zlynka;52.4267;31.7378;RU
Zimovniki;47.1474;42.4721;RU
Zhulebino;55.7;37.85;RU
Zhukovskiy;55.59528;38.12028;RU
Zhukovo;55.03178;36.74402;RU
Zhukovka;53.53323;33.72521;RU
Zhizdra;53.74596;34.73951;RU
Zhirnov;48.17089;41.12608;RU
Zheshart;62.07314;49.57335;RU
Zherdevka;51.84861;41.46056;RU
Zheleznovodsk;44.13944;43.01972;RU
Zheleznogorsk;52.331;35.3711;RU
Zheleznodorozhnyy;55.744;38.01684;RU
Zernograd;46.84518;40.30834;RU
Zemetchino;53.4973;42.61632;RU
Zelenokumsk;44.40694;43.88056;RU
Zelenograd;55.9825;37.18139;RU
Zelenogorsk;60.19968;29.70183;RU
Zelenodolsk;55.84376;48.51784;RU
Zelenoborskiy;66.845;32.36222;RU
Zelenchukskaya;43.85804;41.5894;RU
Zayukovo;43.61611;43.33389;RU
Zavoronezhskoye;52.8801;40.5526;RU
Zavolzh'ye;56.64051;43.39446;RU
Zavolzhsk;57.4823;42.13779;RU
Masalovka;48.40372;40.26064;RU
Zavidovo;56.53333;36.53333;RU
Zavetnoye;47.11944;43.89028;RU
Zaterechnyy;44.79306;45.20972;RU
Zarechnyy;53.20356;45.19227;RU
Zaraysk;54.7605;38.87841;RU
Zaprudnya;56.56667;37.43333;RU
Zapolyarnyy;69.41541;30.81355;RU
Zapadnaya Dvina;56.25901;32.07454;RU
Zaokskiy;54.73227;37.40539;RU
Zamoskvorech'ye;55.73333;37.63333;RU
Zalukokoazhe;43.90389;43.21556;RU
Zalegoshch';52.8989;36.89093;RU
Zainsk;55.3195;52.06942;RU
Zagoryanskiy;55.9325;37.95806;RU
Zadonsk;52.3904;38.9261;RU
Yuzhno-Sukhokumsk;44.65811;45.6436;RU
Yuzha;56.58306;42.01222;RU
Yur'yev-Pol'skiy;56.50339;39.67911;RU
Yur'yevets;57.32007;43.1041;RU
Yukhnov;54.74444;35.22972;RU
Yoshkar-Ola;56.63877;47.89078;RU
Yeysk;46.7055;38.2739;RU
Yessentukskaya;44.0328;42.8813;RU
Yessentuki;44.04444;42.86056;RU
Yershovo;55.76911;36.85929;RU
Yermolino;55.19489;36.59513;RU
Yemva;62.58999;50.85939;RU
Yemetsk;63.47191;41.78023;RU
Yel'nya;54.57864;33.18373;RU
Yelizavetinskaya;45.04616;38.79491;RU
Yelets;52.62366;38.50169;RU
Yelan'-Koleno;51.1523;41.2306;RU
Yelabuga;55.76127;52.06493;RU
Yegor'yevsk;55.38283;39.03233;RU
Yegorlykskaya;46.56564;40.65621;RU
Yefremov;53.14806;38.09924;RU
Yavas;54.4159;42.8491;RU
Yasnogorsk;54.48082;37.69854;RU
Yashkul';46.1711;45.3435;RU
Yasenevo;55.60686;37.51991;RU
Yartsevo;55.06667;32.69639;RU
Yaroslavskaya;44.61056;40.46417;RU
Yaroslavl;57.62987;39.87368;RU
Yarega;63.43543;53.5765;RU
Yakhroma;56.3;37.48333;RU
Yagry;64.59417;39.81028;RU
Yadrin;55.94052;46.20622;RU
Yablonovskiy;44.98901;38.94324;RU
Vyyezdnoye;55.38154;43.78638;RU
Vytegra;61.00636;36.44811;RU
Vysokovsk;56.31667;36.55;RU
Vysokaya Gora;55.91278;49.30167;RU
Vyshniy Volochek;57.59125;34.56453;RU
Vyselki;45.58128;39.66409;RU
Vyritsa;59.40778;30.34806;RU
Vyksa;55.3175;42.17444;RU
Vykhino-Zhulebino;55.70196;37.81178;RU
Vygonichi;53.09855;34.06728;RU
Vychegodskiy;61.24702;46.89842;RU
Vyborg;60.70763;28.75283;RU
Vyazniki;56.24057;42.15563;RU
Vyaz'ma;55.21039;34.29508;RU
Vurnary;55.49044;46.96479;RU
Vuktyl;63.85667;57.30944;RU
Vsevolozhsk;60.01512;30.67314;RU
Voznesenskoye;54.89;42.75694;RU
Voznesenskaya;44.5527;41.0318;RU
Voznesenskaya;43.54379;44.74614;RU
Vozhega;60.47246;40.22134;RU
Vostryakovo;55.66667;37.45;RU
Vostryakovo;55.39934;37.80829;RU
Vostochnyy;55.81667;37.86667;RU
Voskresenskoye;56.83806;45.43167;RU
Voskresensk;55.31733;38.65264;RU
Vorsma;55.99062;43.27249;RU
Vorotynets;56.06028;45.8633;RU
Vorontsovka;50.6132;40.3549;RU
Voronezh;51.67204;39.1843;RU
Altuf'yevskiy;55.88333;37.58333;RU
Vorob'yovo;55.71667;37.53333;RU
Volzhsk;55.86638;48.3594;RU
Volya;51.7696;39.5359;RU
Volosovo;59.44525;29.48911;RU
Volokonovka;50.4827;37.8563;RU
Volokolamsk;56.03361;35.96944;RU
Vologda;59.2239;39.88398;RU
Volodarsk;56.23105;43.18767;RU
Volkhov;59.9258;32.33819;RU
Nagornyy;55.65;37.61667;RU
Volgorechensk;57.43931;41.15553;RU
Volgodonsk;47.51361;42.15139;RU
Vokhtoga;58.80949;41.06245;RU
Yutsa;43.95639;43.01278;RU
Vodnyy;63.50464;53.40947;RU
Novovladykino;55.85;37.58333;RU
Vladimirskaya;44.5455;40.7933;RU
Vladimir;56.13655;40.39658;RU
Vladikavkaz;43.03667;44.66778;RU
Vizinga;61.07493;50.10311;RU
Vityazevo;45.0013;37.28211;RU
Vinsady;44.08083;42.96528;RU
Vinogradovo;56.93333;37.55;RU
Vidyayevo;68.88333;33.01667;RU
Vidnoye;55.55239;37.70967;RU
Vichuga;57.21276;41.93012;RU
Veydelevka;50.1521;38.4492;RU
Vetluzhskiy;58.39016;45.46543;RU
Vetluzhskiy;57.17355;45.12272;RU
Vetluga;57.85574;45.78102;RU
Ves'yegonsk;58.66398;37.2604;RU
Veshnyaki;55.72393;37.81952;RU
Veshenskaya;49.6352;41.7245;RU
Veselyy;47.09338;40.7422;RU
Verkhov'ye;52.81165;37.24215;RU
Verkhovazh'ye;60.74717;42.04652;RU
Verkhnyaya Khava;51.83652;39.93313;RU
Lakkha Nevre;43.61033;45.24542;RU
Verkhniy Mamon;50.1635;40.3832;RU
Verkhniye Achaluki;43.34694;44.6975;RU
Verkhneye Kazanishche;42.73547;47.1378;RU
Verkhnedneprovskiy;54.98131;33.34573;RU
Verbilki;56.53333;37.6;RU
Venev;54.35533;38.26843;RU
Vel'sk;61.07006;42.0983;RU
Velizh;55.60564;31.19673;RU
Velikovechnoye;44.93402;39.75499;RU
Velikiy Ustyug;60.76186;46.31352;RU
Velikiye Luki;56.34;30.54517;RU
Vatutino;55.88441;37.69055;RU
Vatutinki;55.4965;37.32988;RU
Vasyurinskaya;45.11809;39.42399;RU
Vaskelovo;60.39571;30.35419;RU
Varenikovskaya;45.12085;37.64171;RU
Valuyki;50.2035;38.1067;RU
Valerik;43.17972;45.40806;RU
Valday;57.97826;33.24737;RU
Vagonoremont;55.9;37.55;RU
Vad;55.53009;44.21137;RU
Vacha;55.8035;42.7709;RU
Uzlovaya;53.98179;38.17118;RU
Uvarovo;51.98486;42.26147;RU
Ustyuzhna;58.8394;36.4321;RU
Ust-Tsilma;65.44104;52.14978;RU
Ust'-Labinsk;45.21077;39.68914;RU
Ust'-Kulom;61.68636;53.6902;RU
Ust'-Dzheguta;44.0834;41.9763;RU
Ust'-Donetskiy;47.64189;40.87182;RU
Uspenskoye;44.8311;41.3927;RU
Usogorsk;63.41064;48.68722;RU
Usman';52.04662;39.7288;RU
Uryv-Pokrovka;51.1159;39.16394;RU
Urvan';43.48936;43.76379;RU
Urussu;54.59812;53.46313;RU
Urus-Martan;43.13053;45.53791;RU
Urmary;55.67894;47.94396;RU
Urkarakh;42.16297;47.63068;RU
Uritsk;59.83889;30.17528;RU
Uren';57.45516;45.78522;RU
Urazovo;50.0836;38.0395;RU
Untsukul';42.71149;46.78663;RU
Unecha;52.84591;32.67394;RU
Umba;66.68706;34.34291;RU
Ul'yanovka;59.63944;30.76472;RU
Ulluaya;42.37377;47.37451;RU
Ukhta;63.56705;53.68348;RU
Ukholovo;53.7929;40.4892;RU
Uglich;57.5275;38.33167;RU
Udobnaya;44.1932;41.5529;RU
Udel'naya;55.62536;38.00285;RU
Uchkeken;43.93778;42.51167;RU
Tyrnyauz;43.38278;42.91833;RU
Tver;56.85836;35.90057;RU
Tutayev;57.88529;39.5406;RU
Turgenevo;54.84555;46.32968;RU
Tumbotino;55.99926;43.02359;RU
Tuma;55.14798;40.55374;RU
Tula;54.19609;37.61822;RU
Tuchkovo;55.60111;36.46806;RU
Tuapse;44.1053;39.0802;RU
Tsivil'sk;55.86974;47.47874;RU
Tsimlyansk;47.64611;42.10194;RU
Tsentoroy;43.00658;46.22235;RU
Tselina;46.53381;41.03284;RU
Tsagan Aman;47.5639;46.7218;RU
Trunovskoye;45.48778;42.13583;RU
Trudobelikovskiy;45.26853;38.15376;RU
Trubchevsk;52.5798;33.7644;RU
Troparevo;55.65625;37.48496;RU
Troitskoye;46.4206;44.2591;RU
Troitsko-Pechorsk;62.70836;56.19643;RU
Troitskiy;51.35885;37.5253;RU
Troitskaya;45.13493;38.12544;RU
Troitskaya;43.30664;44.98395;RU
Troitsk;55.48498;37.30736;RU
Tovarkovskiy;53.68217;38.2092;RU
Tovarkovo;54.67617;35.9386;RU
Tot'ma;59.97375;42.76487;RU
Tosno;59.54;30.8775;RU
Torzhok;57.0436;34.96221;RU
Toropets;56.49779;31.63528;RU
Torbeyevo;54.07972;43.24732;RU
Tonkino;57.37257;46.46294;RU
Tomilino;55.65619;37.94713;RU
Tomarovka;50.68338;36.23309;RU
Tolstoy-Yurt;43.44548;45.77901;RU
Toksovo;60.15323;30.51646;RU
Timashevsk;45.61694;38.94528;RU
Tikhvin;59.64511;33.52937;RU
Tikhoretsk;45.85472;40.12528;RU
Teykovo;56.85796;40.53692;RU
Adygeysk;44.88414;39.19071;RU
Tetyushi;54.93821;48.83656;RU
Ternevskaya;45.8513;40.4125;RU
Tereze;43.93608;42.4434;RU
Terekli-Mekteb;44.1671;45.86975;RU
Terek;43.48333;44.13611;RU
Terbuny;52.1493;38.2834;RU
Tyoply Stan;55.62047;37.49338;RU
Teploye;53.62022;37.59026;RU
Temryuk;45.27055;37.38716;RU
Temnikov;54.63023;43.21483;RU
Temizhbekskaya;45.44556;40.845;RU
Temirgoyevskaya;45.11414;40.28027;RU
Tekstil'shchiki;55.70033;37.74271;RU
Tbilisskaya;45.36333;40.19;RU
Tatsinskiy;48.19677;41.27558;RU
Tatarka;44.95889;41.95171;RU
Tarusa;54.72436;37.17272;RU
Tarumovka;44.07606;46.53613;RU
Tarnogskiy Gorodok;60.49972;43.57611;RU
Tarki;42.94423;47.49527;RU
Tarkhovka;60.06687;29.97435;RU
Tarasovskiy;48.72727;40.36267;RU
Tambov;52.73169;41.44326;RU
Taman';45.2117;36.71609;RU
Tamala;52.54097;43.25145;RU
Talovyy;47.80765;40.10943;RU
Talovskiy;51.1157;40.7257;RU
Talitsy;56.52801;42.3323;RU
Taldom;56.73333;37.53333;RU
Taganrog;47.23617;38.89688;RU
Taganskiy;55.73333;37.66667;RU
Syktyvkar;61.664;50.815;RU
Sychevka;55.82515;34.27361;RU
Syas'stroy;60.13669;32.56906;RU
Svobody;44.02556;43.05028;RU
Sviblovo;55.85;37.63333;RU
Svetogorsk;61.11213;28.86321;RU
Svetlograd;45.33528;42.85472;RU
Sverdlovskiy;55.90968;38.14978;RU
Suzemka;52.31834;34.07899;RU
Suzdal';56.42274;40.44668;RU
Suvorovskaya;44.1901;42.6595;RU
Suvorov;54.1223;36.49657;RU
Sursk;53.07542;45.68461;RU
Surkhakhi;43.1875;44.90194;RU
Surazh;53.01747;32.39178;RU
Suponevo;53.20492;34.29597;RU
Suoyarvi;62.08333;32.35;RU
Sunzha;43.05862;44.82281;RU
Sulak;43.27342;47.51463;RU
Sukhobezvodnoye;57.04913;44.88909;RU
Sukhinichi;54.09989;35.34254;RU
Sudzha;51.1976;35.2726;RU
Sudogda;55.95394;40.86291;RU
Sudislavl';57.88175;41.70829;RU
Suda;59.15254;37.5582;RU
Stupino;54.90083;38.07083;RU
Strunino;56.37328;38.58321;RU
Strugi-Krasnyye;58.26754;29.11137;RU
Stromyn';56.04347;38.48318;RU
Stroitel';50.78543;36.4831;RU
Strogino;55.81838;37.41224;RU
Strel'na;59.85189;30.03611;RU
Strelka;45.20633;37.2865;RU
Storozhevaya;43.87886;41.45143;RU
Stolbovaya;55.25021;37.49249;RU
Stavrovo;56.13311;40.01295;RU
Stavropol';45.0428;41.9734;RU
Staryy Oskol;51.29667;37.84167;RU
Staryye Atagi;43.12028;45.74056;RU
Staryy Cherek;43.47069;43.85615;RU
Starozhilovo;54.2254;39.916;RU
Staroyur'yevo;53.31611;40.70806;RU
Starovelichkovskaya;45.42884;38.73261;RU
Starotitarovskaya;45.21938;37.15476;RU
Staroshcherbinovskaya;46.6311;38.6742;RU
Staronizhestebliyevskaya;45.38315;38.44304;RU
Staromyshastovskaya;45.34329;39.07608;RU
Starominskaya;46.53;39.04972;RU
Staroleushkovskaya;45.98666;39.75987;RU
Starokorsunskaya;45.05727;39.31611;RU
Starodub;52.58444;32.76333;RU
Staroderevyankovskaya;46.1276;38.9674;RU
Starocherkasskaya;47.24077;40.04186;RU
Staritsa;56.50752;34.93544;RU
Staraya Vichuga;57.26833;41.87873;RU
Staraya Sunzha;43.33542;45.74377;RU
Staraya Stanitsa;48.34579;40.29376;RU
Staraya Stanitsa;45.0098;41.1512;RU
Staraya Russa;57.99439;31.36081;RU
Staraya Kupavna;55.80799;38.1805;RU
Staraya Derevnya;59.98834;30.24296;RU
Stanovoye;52.76384;38.35818;RU
Srednyaya Yelyuzan';53.0241;45.9529;RU
Spokoynaya;44.2468;41.4015;RU
Spirovo;57.41905;34.97658;RU
Spassk-Ryazanskiy;54.404;40.3762;RU
Spas-Klepiki;55.13472;40.17673;RU
Spas-Demensk;54.41222;34.02257;RU
Kashkhatau;43.3169;43.60774;RU
Sovetskiy;60.53945;28.67756;RU
Sovetskiy;56.75833;48.47611;RU
Sovetskaya;44.77694;41.17222;RU
Sovetskaya;44.02667;44.05;RU
Sotnikovskoye;45.00389;43.77722;RU
Sosnovyy Bor;59.8996;29.08574;RU
Sosnovskoye;55.80549;43.16791;RU
Sosnovoborsk;53.29066;46.24849;RU
Sosnovo;60.55145;30.21441;RU
Sosnovka;53.23593;41.36859;RU
Sosnovaya Polyana;59.83528;30.14667;RU
Sosnogorsk;63.60229;53.88175;RU
Sosenskiy;54.05899;35.96228;RU
Sortavala;61.71233;30.70953;RU
Somovo;51.7422;39.3659;RU
Sol'tsy;58.12387;30.32377;RU
Solntsevo;55.63711;37.38115;RU
Solnechnogorsk;56.18333;36.98333;RU
Soligalich;59.0796;42.28526;RU
Soldato-Aleksandrovskoye;44.26528;43.75611;RU
Sokol'skoye;57.14122;43.15895;RU
Sokolovo-Kundryuchenskiy;47.83536;39.94711;RU
Sokol'niki;55.80202;37.67159;RU
Sokol;55.8;37.51667;RU
Sokol;59.46167;40.12056;RU
Sofrino;56.15;37.93333;RU
Sochi;43.59917;39.72569;RU
Sobinka;55.98553;40.01111;RU
Smolenskaya;44.78636;38.80333;RU
Smolensk;54.7818;32.0401;RU
Slobodka;55.86667;37.58333;RU
Slavyansk-na-Kubani;45.2558;38.1256;RU
Slantsy;59.11817;28.09137;RU
Skuratovskiy;54.10152;37.60384;RU
Skoropuskovskiy;56.36667;38.16667;RU
Skopin;53.82486;39.55053;RU
Skhodnya;55.94806;37.29778;RU
Siverskiy;59.35444;30.07833;RU
Novosin'kovo;56.37737;37.32871;RU
Sinegorskiy;48.01389;40.84468;RU
Shvartsevskiy;54.09174;37.99053;RU
Shuya;56.84865;41.38833;RU
Shuvalovo;60.04903;30.2936;RU
Shushary;59.80917;30.38167;RU
Shumerlya;55.5005;46.41288;RU
Mikhaylovsk;45.12833;42.02556;RU
Sholokhovskiy;48.28071;41.04592;RU
Shlissel'burg;59.9473;31.03845;RU
Shkurinskaya;46.5858;39.3599;RU
Shirochanka;46.64968;38.39782;RU
Shilovo;54.3204;40.874;RU
Sheremet'yevskiy;55.97583;37.49417;RU
Shenkursk;62.1091;42.89595;RU
Shemysheyka;52.89196;45.39282;RU
Shemordan;56.1856;50.3972;RU
Shelkovskaya;43.50804;46.34016;RU
Sheksna;59.20998;38.51066;RU
Shebekino;50.40967;36.9136;RU
Shchukino;55.8;37.45;RU
Shchigry;51.87555;36.90432;RU
Shcherbinka;55.49972;37.55972;RU
Shchelkovo;55.92497;37.97218;RU
Shchekino;54.00513;37.52194;RU
Shatura;55.57253;39.53682;RU
Shatsk;54.02576;41.71191;RU
Shatki;55.18874;44.12486;RU
Shar'ya;58.36909;45.51558;RU
Sharanga;57.17749;46.53956;RU
Shamkhal-Termen;43.03389;47.31053;RU
Shamkhal;43.05958;47.33732;RU
Shalushka;43.5325;43.56611;RU
Shali;43.14806;45.90194;RU
Shalazhi;43.09476;45.35898;RU
Shakhun'ya;57.67579;46.61136;RU
Shakhty;47.70911;40.21443;RU
Shakhovskaya;56.03147;35.50697;RU
Sevsk;52.1491;34.4926;RU
Severskaya;44.85407;38.67686;RU
Severo-Zadonsk;54.03481;38.40172;RU
Severomorsk;69.06889;33.41622;RU
Severodvinsk;64.5635;39.8302;RU
Severnyy;55.93583;37.54889;RU
Severnyy;50.677;36.55324;RU
Setun';55.71667;37.41667;RU
Sestroretsk;60.09801;29.96378;RU
Seshcha;53.7361;33.3387;RU
Sertolovo;60.1444;30.20165;RU
Serpukhov;54.91578;37.41114;RU
Sernur;56.93333;49.15361;RU
Sernovodsk;43.31277;45.15969;RU
Sergokala;42.45468;47.66119;RU
Sergiyev Posad;56.3;38.13333;RU
Sergach;55.53079;45.46611;RU
Serebryanyye Prudy;54.46923;38.72095;RU
Serdobsk;52.45861;44.21689;RU
Semiluki;51.6821;39.0302;RU
Semikarakorsk;47.51675;40.80577;RU
Semibratovo;57.30461;39.53688;RU
Semenovskoye;55.68333;37.55;RU
Semenov;56.78749;44.49297;RU
Selyatino;55.51514;36.97746;RU
Sel'tso;53.36831;34.10328;RU
Selizharovo;56.85188;33.44869;RU
Segezha;63.74147;34.32218;RU
Sechenovo;55.22444;45.89056;RU
Sebezh;56.28511;28.48187;RU
Savino;56.59285;41.21814;RU
Sarov;54.93583;43.32352;RU
Sarmanovo;55.25529;52.58907;RU
Sarmakovo;43.74556;43.20028;RU
Saratovskaya;44.70752;39.22156;RU
Saransk;54.1838;45.1749;RU
Sarai;53.74577;41.02126;RU
Saint Petersburg;59.93863;30.31413;RU
Sambek;47.74306;39.83083;RU
Samashki;43.28935;45.29786;RU
Samarskoye;46.937;39.6881;RU
Sal'sk;46.4747;41.54114;RU
Sagopshi;43.48515;44.59063;RU
Safonovo;55.11087;33.23292;RU
Sadovoye;51.53111;40.50194;RU
Sadovoye;47.7772;44.5208;RU
Rzhev;56.26241;34.32817;RU
Rzhanitsa;53.42844;33.92297;RU
Rzhaksa;52.13384;42.0264;RU
Ryzdvyanyy;45.2656;41.8389;RU
Rybnoye;54.72774;39.51731;RU
Rybnaya Sloboda;55.46129;50.1409;RU
Rybinsk;58.0446;38.84259;RU
Rybatskoye;59.8393;30.49873;RU
Ryazhsk;53.7038;40.1109;RU
Ryazanskaya;44.95528;39.58894;RU
Ryazan';54.6269;39.6916;RU
Ruzayevka;54.06387;44.9509;RU
Ruza;55.69898;36.19522;RU
Russkiy Kameshkir;52.85955;46.08861;RU
Rumyantsevo;55.97278;36.53417;RU
Rudnya;54.94698;31.0934;RU
Rublevo;55.78514;37.35481;RU
Rostov-na-Donu;47.23135;39.72328;RU
Rostov;57.1914;39.41394;RU
Rostokino;55.83333;37.66667;RU
Rossosh';51.1209;38.5116;RU
Rossosh';50.19828;39.56726;RU
Roslyakovo;69.04303;33.19906;RU
Roslavl';53.95278;32.86389;RU
Roshchino;60.25191;29.6085;RU
Mariyenburg;59.57139;30.06472;RU
Roshal';55.66853;39.87488;RU
Romodanovo;54.42753;45.32962;RU
Romanovskaya;47.5426;42.0285;RU
Romanovka;60.0443;30.714;RU
Rogovskaya;45.73117;38.7396;RU
Rodnikovskaya;44.76444;40.66556;RU
Rodniki;57.10513;41.73048;RU
Rodionovo-Nesvetayskaya;47.61033;39.71212;RU
Rodionovo-Nesvetaiskoye;47.6;39.7;RU
Revda;67.9371;34.56149;RU
Reutov;55.76111;37.8575;RU
Reshetikha;56.21566;43.28802;RU
Remontnoye;46.5614;43.6501;RU
Redkino;56.64754;36.29674;RU
Razumnoye;50.53439;36.68462;RU
Rayevskaya;44.83571;37.55577;RU
Rasskazovo;52.65599;41.88461;RU
Rasshevatskaya;45.5748;41.03496;RU
Ramon';51.9051;39.3337;RU
Ramenskoye;55.56694;38.23028;RU
Ramenki;55.7;37.5;RU
Rakitnoye;50.8389;35.8515;RU
Pytalovo;57.06791;27.91384;RU
Pyatigorsk;44.04861;43.05944;RU
Pustoshka;56.33547;29.36901;RU
Pushkinskiye Gory;57.02085;28.9103;RU
Pushkino;56.01722;37.86667;RU
Pushkin;59.71417;30.39642;RU
Pushchino;54.83373;37.61138;RU
Pudozh;61.80415;36.5277;RU
Puchezh;56.97878;43.16761;RU
Psyzh;44.23306;42.01833;RU
Psygansu;43.41338;43.79066;RU
Pskov;57.8136;28.3496;RU
Psedakh;43.46722;44.56917;RU
Psebay;44.1234;40.8107;RU
Pryamitsyno;51.6561;35.9314;RU
Protvino;54.86821;37.21583;RU
Proletarskiy;50.79139;35.77306;RU
Proletarsk;46.70289;41.72717;RU
Proletariy;58.43423;31.70462;RU
Prokhorovka;51.03741;36.73252;RU
Prokhladnyy;43.75741;44.0297;RU
Priyutnoye;46.10111;43.50722;RU
Privolzhsk;57.38698;41.28666;RU
Pristen';51.23551;36.69594;RU
Priozersk;61.03928;30.12907;RU
Primorsko-Akhtarsk;46.0497;38.1747;RU
Primorsk;60.36622;28.60615;RU
Pridonskoy;51.6826;39.0676;RU
Pregradnaya;43.95395;41.1891;RU
Pravokumskoye;44.76944;44.64722;RU
Pravdinskiy;56.06034;37.86266;RU
Praskoveya;44.74444;44.20306;RU
Povorino;51.1945;42.2457;RU
Povarovo;56.06667;37.05;RU
Poshekhon'ye;58.49928;39.13531;RU
Kotlovka;55.65928;37.60404;RU
Annino;55.58333;37.6;RU
Porkhov;57.76502;29.55612;RU
Poretskoye;55.19742;46.32908;RU
Poputnaya;44.5125;41.4392;RU
Pontonnyy;59.78667;30.61528;RU
Polyarnyye Zori;67.36611;32.49806;RU
Polyarnyy;69.19889;33.44778;RU
Polyany;54.71801;39.82932;RU
Polotnyanyy Zavod;54.72139;35.96611;RU
Pokrovskoye-Streshnevo;55.80797;37.45814;RU
Pokrovskoye;47.4157;38.89706;RU
Pokrovo-Prigorodnoye;52.68405;41.41752;RU
Pokrov;55.91797;39.17242;RU
Pokoynoye;44.80972;44.25167;RU
Pogar;52.55399;33.25907;RU
Podporozh'ye;60.91124;34.17064;RU
Podolsk;55.42419;37.55472;RU
Podgornoye;51.7362;39.14834;RU
Podgornaya;44.20306;43.42972;RU
Podgorenskiy;50.40498;39.64295;RU
Pochinok;54.40685;32.44067;RU
Pochinki;54.69875;44.86678;RU
Pochep;52.9336;33.4464;RU
Ryazanskiy;55.73333;37.76667;RU
Plesetsk;62.70804;40.29159;RU
Plavsk;53.70944;37.29194;RU
Platnirovskaya;45.39531;39.3842;RU
Plastunovskaya;45.29432;39.26505;RU
Pitkyaranta;61.5734;31.47915;RU
Pirogovskiy;55.97806;37.73361;RU
Pindushi;62.91519;34.57996;RU
Pil'na;55.55394;45.92194;RU
Pikalevo;59.51833;34.16639;RU
Petushki;55.92639;39.46104;RU
Petrozavodsk;61.78491;34.34691;RU
Petrovsk;57.01039;39.26928;RU
Petrovskaya;55.55;37.78333;RU
Petrovskaya;45.43139;37.955;RU
Petropavlovskaya;45.08189;40.45125;RU
Petrodvorets;59.89565;29.80145;RU
Peterhof;59.88333;29.9;RU
Pestretsy;55.75313;49.65454;RU
Pestovo;58.59382;35.80244;RU
Pesochnyy;60.12295;30.16404;RU
Peschanokopskoye;46.19517;41.08143;RU
Pervomayskoye;43.93847;42.476;RU
Pervomayskiy;54.04482;37.50875;RU
Pervomayskiy;53.2485;40.2871;RU
Pervomayskaya;43.40331;45.52343;RU
Pervomaysk;54.8689;43.80272;RU
Pereyaslovskaya;45.84121;39.02379;RU
Perevoz;55.59613;44.54461;RU
Pereslavl'-Zalesskiy;56.73934;38.85626;RU
Novo-Peredelkino;55.64528;37.33583;RU
Penza;53.20066;45.00464;RU
Peno;56.92624;32.74262;RU
Pelagiada;45.20639;42.02361;RU
Pechory;57.81642;27.6119;RU
Pechora;65.14717;57.22439;RU
Pavlovskiy Posad;55.78187;38.65025;RU
Pavlovskaya Sloboda;55.81517;37.08246;RU
Pavlovskaya;46.1377;39.7832;RU
Pavlovsk;59.68333;30.43472;RU
Pavlovsk;50.45778;40.10806;RU
Pavlodol'skaya;43.71923;44.47815;RU
Pashkovskiy;45.02366;39.10436;RU
Pargolovo;60.0812;30.27626;RU
Parfino;57.97306;31.64806;RU
